Model Name,Model Coverage,Model Average Backbone Error,Model Twisted Peptide Count,Frac,Model cis/trans Flips,Frac,Model Average Sidechain Error,Template Name,Template Coverage,Template Average Backbone Error,Template Twisted Peptide Count,Frac,Template cis/trans Flips,Frac,Template Average Sidechain Error
T0958TS335_5-D1,1.000,17.740,0,0.000,0,0.000,31.271,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS381_4-D1,1.000,23.648,0,0.000,1,0.013,46.661,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS243_5-D1,1.000,22.794,0,0.000,0,0.000,40.008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS274_3-D1,1.000,16.530,0,0.000,0,0.000,36.003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS224_3-D1,1.000,24.109,1,0.013,0,0.000,36.420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS246_5-D1,1.000,17.701,0,0.000,0,0.000,44.814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS498_3-D1,1.000,17.375,0,0.000,0,0.000,42.147,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS335_1-D1,1.000,21.785,0,0.000,1,0.013,37.505,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS257_3-D1,1.000,24.345,0,0.000,1,0.013,29.274,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS122_1-D1,1.000,26.142,0,0.000,0,0.000,31.736,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS164_2-D1,1.000,37.051,24,0.312,0,0.000,42.649,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS135_2-D1,1.000,16.398,0,0.000,0,0.000,24.896,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS312_1-D1,1.000,33.523,4,0.052,2,0.026,36.394,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS472_3-D1,1.000,33.360,0,0.000,1,0.013,45.160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS368_4-D1,1.000,15.502,0,0.000,0,0.000,31.654,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS351_2-D1,1.000,23.677,0,0.000,0,0.000,46.774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS401_3-D1,1.000,32.343,0,0.000,0,0.000,30.594,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS157_4-D1,1.000,23.595,0,0.000,0,0.000,28.086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS441_3-D1,1.000,27.223,8,0.104,0,0.000,34.512,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS043_1-D1,1.000,13.200,0,0.000,0,0.000,34.274,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS431_1-D1,1.000,14.319,0,0.000,0,0.000,31.905,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS055_1-D1,1.000,16.129,1,0.013,0,0.000,30.606,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS244_5-D1,1.000,27.002,0,0.000,1,0.013,39.592,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS288_5-D1,1.000,32.837,0,0.000,0,0.000,25.728,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS406_3-D1,1.000,24.109,1,0.013,0,0.000,36.420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS381_3-D1,1.000,29.690,0,0.000,0,0.000,48.341,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS222_2-D1,1.000,16.025,0,0.000,0,0.000,24.025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS135_4-D1,1.000,16.285,0,0.000,0,0.000,36.939,2vqc,0.857,20.555,0,0.000,0,0.000,56.594
T0958TS401_4-D1,1.000,33.961,0,0.000,0,0.000,25.872,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS476_4-D1,1.000,42.086,1,0.013,0,0.000,52.027,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS197_2-D1,1.000,17.881,0,0.000,0,0.000,28.873,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS344_3-D1,1.000,16.584,0,0.000,0,0.000,27.915,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS244_3-D1,1.000,29.849,0,0.000,1,0.013,47.306,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS208_4-D1,1.000,24.274,0,0.000,0,0.000,23.177,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS368_3-D1,1.000,24.469,0,0.000,1,0.013,31.638,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS457_3-D1,1.000,16.315,0,0.000,0,0.000,24.948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS407_3-D1,1.000,22.443,0,0.000,1,0.013,45.682,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS309_4-D1,1.000,15.504,0,0.000,0,0.000,34.021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS196_4-D1,1.000,16.566,0,0.000,0,0.000,36.623,2vqc,0.857,20.555,0,0.000,0,0.000,56.594
T0958TS241_1-D1,1.000,16.398,0,0.000,0,0.000,24.896,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS116_2-D1,1.000,23.921,0,0.000,1,0.013,39.409,1kyz,0.974,21.352,0,0.000,0,0.000,70.419
T0958TS145_3-D1,1.000,29.384,7,0.091,0,0.000,46.279,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS381_2-D1,1.000,29.995,0,0.000,2,0.026,46.153,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS365_3-D1,1.000,25.469,0,0.000,0,0.000,32.972,3gva,0.922,24.703,0,0.000,0,0.000,56.073
T0958TS344_4-D1,1.000,24.109,1,0.013,0,0.000,31.384,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS023_5-D1,1.000,26.301,0,0.000,0,0.000,44.360,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS309_3-D1,1.000,16.828,0,0.000,0,0.000,33.652,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS279_1-D1,1.000,23.056,0,0.000,0,0.000,47.514,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS458_3-D1,1.000,29.183,0,0.000,1,0.013,27.518,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS322_3-D1,1.000,22.030,4,0.052,0,0.000,35.459,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS071_3-D1,1.000,24.469,0,0.000,1,0.013,31.638,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS071_5-D1,1.000,26.632,3,0.039,0,0.000,31.335,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS157_1-D1,1.000,24.079,0,0.000,0,0.000,31.179,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS044_4-D1,1.000,20.164,1,0.013,0,0.000,42.061,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS257_4-D1,1.000,26.798,0,0.000,3,0.039,25.550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS354_4-D1,1.000,15.504,0,0.000,0,0.000,39.059,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS097_3-D1,1.000,26.439,2,0.026,0,0.000,38.126,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS160_4-D1,1.000,32.008,11,0.143,0,0.000,40.094,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS348_4-D1,1.000,78.748,2,0.026,55,0.714,34.270,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS498_5-D1,1.000,16.196,0,0.000,0,0.000,39.475,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS110_1-D1,1.000,22.899,1,0.013,0,0.000,42.230,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS401_2-D1,1.000,34.998,0,0.000,0,0.000,31.860,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS377_3-D1,1.000,17.653,0,0.000,0,0.000,26.147,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS406_4-D1,1.000,19.126,0,0.000,0,0.000,36.160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS160_2-D1,1.000,37.082,19,0.247,1,0.013,46.507,2vqc,0.857,20.555,0,0.000,0,0.000,56.594
T0958TS110_5-D1,1.000,21.704,2,0.026,0,0.000,38.111,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS089_1-D1,1.000,15.356,0,0.000,0,0.000,30.537,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS402_1-D1,1.000,15.504,0,0.000,0,0.000,34.021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS007_4-D1,1.000,40.005,0,0.000,0,0.000,38.528,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS365_1-D1,1.000,24.543,0,0.000,0,0.000,33.154,3gva,0.922,24.703,0,0.000,0,0.000,56.073
T0958TS282_4-D1,1.000,29.944,0,0.000,0,0.000,45.350,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS156_5-D1,1.000,18.009,0,0.000,0,0.000,28.007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS457_5-D1,1.000,16.021,0,0.000,0,0.000,31.983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS089_4-D1,1.000,16.293,0,0.000,0,0.000,22.179,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS282_1-D1,1.000,29.849,0,0.000,1,0.013,47.306,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS117_1-D1,1.000,14.822,0,0.000,0,0.000,26.221,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS322_1-D1,1.000,21.588,1,0.013,0,0.000,37.393,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS208_5-D1,1.000,26.243,0,0.000,0,0.000,35.273,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS365_5-D1,1.000,24.145,0,0.000,0,0.000,32.457,3gva,0.922,24.703,0,0.000,0,0.000,56.073
T0958TS344_1-D1,1.000,16.398,0,0.000,0,0.000,26.464,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS324_4-D1,1.000,16.566,0,0.000,0,0.000,36.623,2vqc,0.857,20.555,0,0.000,0,0.000,56.594
T0958TS282_2-D1,1.000,25.043,0,0.000,0,0.000,43.853,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS401_5-D1,1.000,31.482,0,0.000,0,0.000,29.801,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS222_4-D1,1.000,16.229,0,0.000,0,0.000,23.993,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS041_2-D1,1.000,23.012,0,0.000,0,0.000,39.009,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS044_5-D1,1.000,16.828,0,0.000,0,0.000,33.652,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS047_2-D1,1.000,30.260,0,0.000,0,0.000,44.911,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS124_5-D1,1.000,15.504,0,0.000,0,0.000,39.059,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS071_2-D1,1.000,17.919,0,0.000,1,0.013,36.394,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS390_2-D1,1.000,15.549,0,0.000,0,0.000,28.114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS246_1-D1,1.000,22.705,0,0.000,0,0.000,44.365,3gx4,0.935,29.040,0,0.000,0,0.000,60.455
T0958TS471_3-D1,1.000,25.529,0,0.000,0,0.000,36.266,2vqc,0.857,20.555,0,0.000,0,0.000,56.594
T0958TS390_3-D1,1.000,15.586,0,0.000,0,0.000,27.774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS112_4-D1,1.000,19.444,0,0.000,0,0.000,40.231,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS214_5-D1,1.000,14.948,0,0.000,0,0.000,24.098,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS337_3-D1,1.000,30.416,14,0.182,0,0.000,39.745,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS431_5-D1,1.000,13.292,0,0.000,0,0.000,32.790,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS110_4-D1,1.000,27.159,1,0.013,0,0.000,44.351,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS208_2-D1,1.000,20.900,0,0.000,0,0.000,27.181,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS312_4-D1,1.000,58.110,5,0.065,1,0.013,52.419,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS497_3-D1,1.000,25.816,0,0.000,0,0.000,37.746,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS378_4-D1,1.000,29.630,0,0.000,0,0.000,37.264,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS164_1-D1,1.000,36.271,19,0.247,0,0.000,39.369,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS261_1-D1,1.000,24.109,1,0.013,0,0.000,36.420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS344_5-D1,1.000,20.164,1,0.013,0,0.000,39.699,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS156_1-D1,1.000,17.453,0,0.000,0,0.000,29.199,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS390_5-D1,1.000,15.771,0,0.000,0,0.000,29.433,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS281_2-D1,1.000,16.954,0,0.000,0,0.000,29.700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS214_4-D1,1.000,16.162,0,0.000,1,0.013,34.241,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS077_1-D1,1.000,17.384,0,0.000,0,0.000,33.053,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS043_2-D1,1.000,14.481,0,0.000,0,0.000,33.381,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS164_4-D1,1.000,33.008,11,0.143,0,0.000,41.145,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS149_1-D1,1.000,23.057,0,0.000,0,0.000,47.515,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS071_1-D1,1.000,18.470,0,0.000,0,0.000,38.963,2vqc,0.857,20.555,0,0.000,0,0.000,56.594
T0958TS407_1-D1,1.000,21.553,0,0.000,1,0.013,41.778,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS145_2-D1,1.000,21.991,1,0.013,0,0.000,45.327,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS192_1-D1,1.000,19.095,2,0.026,0,0.000,39.204,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS488_5-D1,1.000,28.730,0,0.000,2,0.026,30.350,2ns0,0.883,21.784,1,0.012,0,0.000,80.303
T0958TS471_2-D1,1.000,25.527,0,0.000,0,0.000,36.261,2vqc,0.857,20.555,0,0.000,0,0.000,56.594
T0958TS257_1-D1,1.000,26.829,0,0.000,1,0.013,21.430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS156_2-D1,1.000,16.965,0,0.000,0,0.000,32.962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS004_4-D1,1.000,29.903,0,0.000,0,0.000,41.390,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS457_2-D1,1.000,18.005,0,0.000,0,0.000,30.356,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS322_2-D1,1.000,20.093,1,0.013,0,0.000,37.079,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS068_4-D1,1.000,15.413,0,0.000,0,0.000,27.450,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS044_1-D1,1.000,24.109,1,0.013,0,0.000,36.420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS335_3-D1,1.000,14.030,0,0.000,0,0.000,29.362,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS241_5-D1,1.000,21.991,1,0.013,0,0.000,45.327,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS337_2-D1,1.000,27.223,8,0.104,0,0.000,34.512,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS007_5-D1,1.000,40.687,0,0.000,0,0.000,47.820,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS426_3-D1,1.000,16.026,2,0.026,0,0.000,32.827,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS023_3-D1,1.000,18.697,0,0.000,0,0.000,46.126,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS055_3-D1,1.000,20.164,1,0.013,0,0.000,42.061,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS492_1-D1,1.000,19.589,0,0.000,0,0.000,39.881,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS322_4-D1,1.000,20.541,3,0.039,0,0.000,39.352,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS004_2-D1,1.000,24.452,0,0.000,0,0.000,35.359,3a4c,0.922,21.453,0,0.000,0,0.000,55.357
T0958TS164_3-D1,1.000,34.865,18,0.234,0,0.000,43.138,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS044_3-D1,1.000,19.095,2,0.026,0,0.000,39.204,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS418_5-D1,1.000,27.018,0,0.000,1,0.013,36.180,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS358_3-D1,1.000,29.624,16,0.208,0,0.000,36.012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS492_4-D1,1.000,26.378,0,0.000,0,0.000,37.289,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS406_1-D1,1.000,17.772,0,0.000,0,0.000,30.422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS441_1-D1,1.000,16.620,0,0.000,0,0.000,32.177,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS441_4-D1,1.000,30.416,14,0.182,0,0.000,39.745,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS324_1-D1,1.000,17.635,0,0.000,1,0.013,34.652,2vqc,0.857,20.555,0,0.000,0,0.000,56.594
T0958TS279_5-D1,1.000,27.999,0,0.000,0,0.000,41.802,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS329_1-D1,1.000,19.196,0,0.000,0,0.000,26.986,4pgh,0.974,19.429,0,0.000,1,0.008,92.020
T0958TS110_2-D1,1.000,24.642,0,0.000,1,0.013,34.013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS055_2-D1,1.000,15.534,0,0.000,0,0.000,28.450,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS097_4-D1,1.000,25.038,0,0.000,0,0.000,37.818,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS222_1-D1,1.000,16.234,0,0.000,0,0.000,25.034,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS337_4-D1,1.000,19.126,0,0.000,0,0.000,36.160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS261_5-D1,1.000,28.066,6,0.078,0,0.000,45.567,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS196_1-D1,1.000,16.398,0,0.000,0,0.000,24.896,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS089_5-D1,1.000,17.743,0,0.000,0,0.000,39.154,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS055_5-D1,1.000,21.991,1,0.013,0,0.000,45.327,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS368_1-D1,1.000,16.398,0,0.000,0,0.000,24.896,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS497_4-D1,1.000,24.087,0,0.000,0,0.000,39.983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS241_4-D1,1.000,15.502,0,0.000,0,0.000,31.654,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS222_5-D1,1.000,16.608,0,0.000,0,0.000,25.693,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS498_4-D1,1.000,18.613,0,0.000,1,0.013,39.238,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS476_2-D1,1.000,31.974,2,0.026,0,0.000,44.304,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS214_3-D1,1.000,16.906,0,0.000,0,0.000,31.471,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS244_1-D1,1.000,42.140,0,0.000,0,0.000,37.700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS047_3-D1,1.000,30.108,0,0.000,0,0.000,42.739,3c3y,0.948,22.353,0,0.000,0,0.000,62.326
T0958TS261_2-D1,1.000,20.164,1,0.013,0,0.000,42.061,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS389_3-D1,1.000,35.388,0,0.000,0,0.000,27.734,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS337_1-D1,1.000,16.620,0,0.000,0,0.000,32.177,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS348_2-D1,1.000,80.425,7,0.091,44,0.571,40.147,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS472_2-D1,1.000,33.818,0,0.000,1,0.013,41.545,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS488_2-D1,1.000,18.042,0,0.000,0,0.000,28.134,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS112_3-D1,1.000,17.513,0,0.000,0,0.000,34.896,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS041_1-D1,1.000,24.031,0,0.000,1,0.013,37.372,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS282_5-D1,1.000,26.716,0,0.000,1,0.013,33.242,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS380_4-D1,1.000,21.977,0,0.000,0,0.000,31.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS498_2-D1,1.000,16.210,0,0.000,0,0.000,42.330,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS058_5-D1,1.000,26.552,0,0.000,0,0.000,43.552,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS358_5-D1,1.000,30.132,18,0.234,0,0.000,36.743,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS023_4-D1,1.000,25.882,0,0.000,1,0.013,42.024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS288_2-D1,1.000,26.071,0,0.000,0,0.000,31.842,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS224_5-D1,1.000,16.398,0,0.000,0,0.000,24.896,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS471_1-D1,1.000,25.526,0,0.000,0,0.000,36.266,2vqc,0.857,20.555,0,0.000,0,0.000,56.594
T0958TS192_5-D1,1.000,22.187,3,0.039,0,0.000,43.030,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS246_4-D1,1.000,17.701,0,0.000,0,0.000,44.814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS497_5-D1,1.000,21.367,0,0.000,1,0.013,35.077,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS196_2-D1,1.000,16.285,0,0.000,0,0.000,36.939,2vqc,0.857,20.555,0,0.000,0,0.000,56.594
T0958TS460_5-D1,1.000,15.092,0,0.000,0,0.000,29.087,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS406_5-D1,1.000,16.620,0,0.000,0,0.000,32.177,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0958TS378_3-D1,1.000,28.823,1,0.013,1,0.013,33.121,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
