Model Name,Model Coverage,Model Average Backbone Error,Model Twisted Peptide Count,Frac,Model cis/trans Flips,Frac,Model Average Sidechain Error,Template Name,Template Coverage,Template Average Backbone Error,Template Twisted Peptide Count,Frac,Template cis/trans Flips,Frac,Template Average Sidechain Error
T0960TS309_3-D2,1.000,35.011,0,0.000,1,0.012,59.864,5efv,0.929,27.994,0,0.000,1,0.007,83.925
T0960TS358_4-D2,1.000,46.641,16,0.190,1,0.012,69.481,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS329_1-D2,1.000,36.245,0,0.000,1,0.012,71.712,5efv,0.929,27.994,0,0.000,1,0.007,83.925
T0960TS378_2-D2,1.000,39.002,0,0.000,1,0.012,72.260,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS149_2-D2,1.000,32.636,0,0.000,1,0.012,78.573,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS023_1-D2,1.000,30.568,0,0.000,2,0.024,77.558,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS156_5-D2,1.000,41.512,0,0.000,1,0.012,57.253,5efv,0.929,27.994,0,0.000,1,0.007,83.925
T0960TS085_1-D2,1.000,42.860,1,0.012,1,0.012,69.086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS390_3-D2,1.000,34.893,0,0.000,1,0.012,60.697,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS498_3-D2,1.000,30.855,0,0.000,2,0.024,62.516,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS222_3-D2,1.000,39.812,0,0.000,1,0.012,66.111,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS196_1-D2,1.000,35.011,0,0.000,1,0.012,59.864,5efv,0.929,27.994,0,0.000,1,0.007,83.925
T0960TS023_3-D2,1.000,33.409,0,0.000,1,0.012,72.542,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS192_2-D2,1.000,44.176,11,0.131,2,0.024,67.085,5hqg,0.512,33.920,0,0.000,1,0.015,108.044
T0960TS041_2-D2,1.000,45.161,0,0.000,2,0.024,64.968,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS041_3-D2,1.000,37.792,0,0.000,3,0.036,68.909,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS243_1-D2,1.000,32.196,0,0.000,2,0.024,63.811,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS058_1-D2,1.000,32.196,0,0.000,2,0.024,63.811,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS117_3-D2,1.000,36.666,0,0.000,2,0.024,71.997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS365_3-D2,1.000,47.546,2,0.024,1,0.012,72.170,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS047_4-D2,1.000,51.964,0,0.000,1,0.012,70.612,5kca,0.869,38.357,0,0.000,1,0.009,90.229
T0960TS222_1-D2,1.000,41.042,1,0.012,1,0.012,62.994,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS023_5-D2,1.000,34.142,0,0.000,1,0.012,70.616,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS214_1-D2,1.000,36.969,0,0.000,1,0.012,77.954,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS460_5-D2,1.000,36.936,0,0.000,1,0.012,57.748,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS476_2-D2,1.000,46.993,0,0.000,1,0.012,74.252,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS116_2-D2,1.000,42.213,0,0.000,1,0.012,63.744,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS458_1-D2,1.000,43.179,0,0.000,3,0.036,74.196,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS344_5-D2,1.000,32.527,0,0.000,1,0.012,59.900,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS322_4-D2,1.000,42.117,5,0.060,1,0.012,71.843,5hqg,0.512,33.920,0,0.000,1,0.015,108.044
T0960TS368_5-D2,1.000,32.444,0,0.000,1,0.012,60.287,5efv,0.929,27.994,0,0.000,1,0.007,83.925
T0960TS460_1-D2,1.000,36.413,0,0.000,1,0.012,56.510,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS492_2-D2,1.000,37.107,0,0.000,1,0.012,69.538,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS224_4-D2,1.000,32.450,0,0.000,1,0.012,69.352,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS244_5-D2,1.000,37.792,0,0.000,3,0.036,68.909,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS007_2-D2,1.000,48.898,0,0.000,1,0.012,67.804,3io0,0.464,43.433,0,0.000,1,0.015,100.195
T0960TS354_3-D2,1.000,43.123,8,0.095,1,0.012,69.468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS160_2-D2,1.000,42.191,6,0.071,1,0.012,73.963,5dfz,0.964,43.270,0,0.000,1,0.006,180.000
T0960TS432_3-D2,1.000,40.200,0,0.000,1,0.012,74.320,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS498_4-D2,1.000,33.817,0,0.000,2,0.024,66.990,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS086_2-D2,1.000,30.805,0,0.000,2,0.024,58.349,2bt9,0.821,41.935,0,0.000,2,0.022,109.852
T0960TS354_4-D2,1.000,30.805,0,0.000,2,0.024,58.349,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS368_1-D2,1.000,35.011,0,0.000,1,0.012,59.864,5efv,0.929,27.994,0,0.000,1,0.007,83.925
T0960TS117_1-D2,1.000,34.462,0,0.000,3,0.036,77.861,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS274_5-D2,1.000,42.744,0,0.000,2,0.024,73.494,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS337_3-D2,1.000,33.444,0,0.000,1,0.012,71.346,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS145_4-D2,1.000,46.894,14,0.167,1,0.012,73.005,5hqg,0.512,33.920,0,0.000,1,0.015,108.044
T0960TS344_1-D2,1.000,36.560,0,0.000,1,0.012,66.948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS110_4-D2,1.000,41.717,8,0.095,1,0.012,67.997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS261_2-D2,1.000,39.871,11,0.131,1,0.012,61.492,5hqg,0.512,33.920,0,0.000,1,0.015,108.044
T0960TS224_1-D2,1.000,51.005,18,0.214,6,0.071,76.421,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS309_5-D2,1.000,50.536,15,0.179,3,0.036,71.721,5hqg,0.512,33.920,0,0.000,1,0.015,108.044
T0960TS407_3-D2,1.000,37.048,0,0.000,2,0.024,65.872,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS365_2-D2,1.000,51.296,1,0.012,2,0.024,68.455,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS145_2-D2,1.000,49.811,12,0.143,1,0.012,64.745,5hqg,0.512,33.920,0,0.000,1,0.015,108.044
T0960TS149_4-D2,1.000,45.284,0,0.000,1,0.012,63.622,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS335_1-D2,1.000,34.811,0,0.000,1,0.012,75.016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS457_2-D2,1.000,35.072,0,0.000,1,0.012,60.796,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS110_2-D2,1.000,40.021,1,0.012,1,0.012,67.812,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS432_5-D2,1.000,44.496,0,0.000,3,0.036,61.425,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS196_4-D2,1.000,32.196,0,0.000,2,0.024,63.811,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS441_1-D2,1.000,38.444,0,0.000,1,0.012,71.987,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS117_4-D2,1.000,39.527,3,0.036,1,0.012,68.064,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS322_1-D2,1.000,32.568,9,0.107,1,0.012,60.167,5hqg,0.512,33.920,0,0.000,1,0.015,108.044
T0960TS055_4-D2,1.000,30.805,0,0.000,2,0.024,58.349,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS112_2-D2,1.000,34.939,0,0.000,1,0.012,67.532,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS366_3-D2,1.000,36.593,0,0.000,1,0.012,61.174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS007_5-D2,1.000,39.744,0,0.000,1,0.012,79.595,4agr,0.810,37.861,0,0.000,1,0.010,91.706
T0960TS471_5-D2,1.000,52.230,0,0.000,2,0.024,61.850,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS208_1-D2,1.000,44.010,0,0.000,1,0.012,69.615,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS197_4-D2,1.000,45.060,0,0.000,1,0.012,60.577,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS197_1-D2,1.000,37.399,0,0.000,1,0.012,66.733,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS156_3-D2,1.000,45.169,1,0.012,2,0.024,61.272,5efv,0.929,27.994,0,0.000,1,0.007,83.925
T0960TS085_3-D2,1.000,41.318,1,0.012,1,0.012,69.223,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS145_5-D2,1.000,52.067,18,0.214,1,0.012,72.682,5hqg,0.512,33.920,0,0.000,1,0.015,108.044
T0960TS222_5-D2,1.000,41.297,2,0.024,1,0.012,64.767,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS261_3-D2,1.000,45.709,12,0.143,2,0.024,71.536,5hqg,0.512,33.920,0,0.000,1,0.015,108.044
T0960TS324_4-D2,1.000,31.022,0,0.000,2,0.024,74.941,1ajk,0.917,37.815,0,0.000,1,0.008,82.668
T0960TS414_1-D2,1.000,47.911,0,0.000,5,0.060,76.721,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS365_1-D2,1.000,55.910,0,0.000,1,0.012,69.655,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS390_2-D2,1.000,36.999,0,0.000,1,0.012,67.779,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS460_3-D2,1.000,36.805,0,0.000,1,0.012,61.155,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS116_4-D2,1.000,42.484,0,0.000,1,0.012,67.024,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS246_1-D2,1.000,41.360,0,0.000,2,0.024,78.314,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS196_5-D2,1.000,36.660,0,0.000,1,0.012,64.995,2bt9,0.821,41.935,0,0.000,2,0.022,109.852
T0960TS261_1-D2,1.000,43.123,8,0.095,1,0.012,69.468,5hqg,0.512,33.920,0,0.000,1,0.015,108.044
T0960TS197_3-D2,1.000,39.567,0,0.000,1,0.012,66.297,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS110_1-D2,1.000,44.431,3,0.036,3,0.036,66.862,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS418_5-D2,1.000,46.506,2,0.024,2,0.024,64.550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS471_4-D2,1.000,56.923,0,0.000,2,0.024,59.237,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS406_4-D2,1.000,32.331,0,0.000,1,0.012,70.651,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS309_4-D2,1.000,38.996,1,0.012,1,0.012,66.548,5hkj,0.988,37.901,0,0.000,1,0.007,92.837
T0960TS241_5-D2,1.000,42.340,0,0.000,1,0.012,52.812,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS124_3-D2,1.000,29.171,0,0.000,1,0.012,70.060,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS007_4-D2,1.000,45.269,0,0.000,1,0.012,73.903,3k0w,0.952,40.575,0,0.000,2,0.017,90.369
T0960TS472_5-D2,1.000,46.852,4,0.048,1,0.012,70.769,1axk,0.798,33.586,0,0.000,1,0.011,98.712
T0960TS335_5-D2,1.000,34.811,0,0.000,1,0.012,75.016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS164_4-D2,1.000,48.027,6,0.071,1,0.012,71.388,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS351_2-D2,1.000,35.131,0,0.000,1,0.012,63.402,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS152_3-D2,1.000,42.621,0,0.000,4,0.048,72.015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS471_3-D2,1.000,36.580,0,0.000,1,0.012,62.811,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS458_4-D2,1.000,41.632,0,0.000,4,0.048,75.048,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS426_4-D2,1.000,35.011,0,0.000,1,0.012,59.864,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS498_5-D2,1.000,34.321,0,0.000,3,0.036,73.906,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS044_1-D2,1.000,45.776,6,0.071,1,0.012,65.904,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS124_1-D2,1.000,33.018,0,0.000,1,0.012,69.819,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS390_4-D2,1.000,34.866,0,0.000,1,0.012,60.748,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS418_1-D2,1.000,38.996,1,0.012,1,0.012,66.548,5hkj,0.988,37.901,0,0.000,1,0.007,92.837
T0960TS488_3-D2,1.000,33.150,0,0.000,2,0.024,60.489,2v3a,0.774,40.043,0,0.000,0,0.000,100.624
T0960TS086_4-D2,1.000,36.660,0,0.000,1,0.012,64.995,2bt9,0.821,41.935,0,0.000,2,0.022,109.852
T0960TS368_4-D2,1.000,36.660,0,0.000,1,0.012,64.995,2bt9,0.821,41.935,0,0.000,2,0.022,109.852
T0960TS152_1-D2,1.000,38.755,0,0.000,2,0.024,72.315,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS335_4-D2,1.000,34.811,0,0.000,1,0.012,75.016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS112_5-D2,1.000,33.949,0,0.000,1,0.012,78.338,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS246_5-D2,1.000,43.238,0,0.000,2,0.024,74.667,2bwm,0.881,44.822,0,0.000,2,0.017,92.687
T0960TS261_4-D2,1.000,45.776,6,0.071,1,0.012,65.904,5hqg,0.512,33.920,0,0.000,1,0.015,108.044
T0960TS365_4-D2,1.000,53.105,1,0.012,1,0.012,68.247,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS192_4-D2,1.000,40.154,0,0.000,1,0.012,74.292,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS244_4-D2,1.000,47.546,2,0.024,1,0.012,72.170,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS497_1-D2,1.000,43.916,0,0.000,3,0.036,69.829,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS089_4-D2,1.000,35.605,0,0.000,1,0.012,52.599,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS458_5-D2,1.000,43.751,0,0.000,1,0.012,76.913,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS110_3-D2,1.000,42.642,2,0.024,2,0.024,60.148,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS312_5-D2,1.000,47.943,11,0.131,2,0.024,72.337,5jwf,0.821,39.263,0,0.000,1,0.008,95.781
T0960TS279_3-D2,1.000,36.182,0,0.000,1,0.012,69.943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS497_5-D2,1.000,46.685,0,0.000,5,0.060,63.307,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS348_2-D2,1.000,118.944,1,0.012,82,0.976,75.163,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS156_2-D2,1.000,43.091,2,0.024,2,0.024,55.222,5efv,0.929,27.994,0,0.000,1,0.007,83.925
T0960TS274_2-D2,1.000,39.019,0,0.000,1,0.012,74.203,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS498_1-D2,1.000,29.139,0,0.000,0,0.000,68.833,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS378_5-D2,1.000,35.087,0,0.000,1,0.012,72.199,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS471_1-D2,1.000,33.462,0,0.000,1,0.012,71.939,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS160_1-D2,1.000,50.393,14,0.167,1,0.012,62.514,3h6j,0.881,38.782,0,0.000,1,0.008,108.180
T0960TS406_5-D2,1.000,35.011,0,0.000,1,0.012,59.864,5efv,0.929,27.994,0,0.000,1,0.007,83.925
T0960TS208_5-D2,1.000,34.191,0,0.000,1,0.012,57.638,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS047_2-D2,1.000,50.264,0,0.000,1,0.012,76.358,1rmg,0.917,34.892,0,0.000,1,0.008,111.446
T0960TS192_3-D2,1.000,37.090,0,0.000,1,0.012,66.168,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS377_3-D2,1.000,34.811,0,0.000,1,0.012,75.016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS135_5-D2,1.000,32.196,0,0.000,2,0.024,63.811,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS122_1-D2,1.000,44.260,0,0.000,1,0.012,71.973,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS335_2-D2,1.000,34.811,0,0.000,1,0.012,75.016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS089_3-D2,1.000,36.426,0,0.000,2,0.024,61.083,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS156_1-D2,1.000,42.799,1,0.012,1,0.012,62.566,5efv,0.929,27.994,0,0.000,1,0.007,83.925
T0960TS124_4-D2,1.000,31.238,0,0.000,1,0.012,75.371,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS068_3-D2,1.000,79.328,3,0.036,2,0.024,72.995,5nxf,0.976,38.764,0,0.000,1,0.008,101.117
T0960TS488_4-D2,1.000,29.463,3,0.036,1,0.012,58.146,1mua,0.940,38.306,0,0.000,1,0.008,91.262
T0960TS457_3-D2,1.000,41.878,0,0.000,4,0.048,64.812,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS116_3-D2,1.000,40.745,0,0.000,1,0.012,78.818,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS117_5-D2,1.000,37.644,0,0.000,2,0.024,66.785,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS407_4-D2,1.000,42.921,0,0.000,1,0.012,68.022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS163_4-D2,1.000,35.941,0,0.000,1,0.012,58.800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS279_4-D2,1.000,38.680,0,0.000,1,0.012,64.746,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS164_1-D2,1.000,44.517,34,0.405,1,0.012,60.677,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS007_1-D2,1.000,47.774,0,0.000,2,0.024,70.885,3io0,0.464,43.433,0,0.000,1,0.015,100.195
T0960TS068_5-D2,1.000,75.750,2,0.024,2,0.024,79.757,5nxf,0.976,38.764,0,0.000,1,0.008,101.117
T0960TS377_5-D2,1.000,34.811,0,0.000,1,0.012,75.016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS261_5-D2,1.000,50.536,15,0.179,3,0.036,71.721,5hqg,0.512,33.920,0,0.000,1,0.015,108.044
T0960TS160_5-D2,1.000,56.574,37,0.440,1,0.012,77.488,4uxe,0.976,38.568,0,0.000,1,0.008,100.477
T0960TS497_2-D2,1.000,44.276,0,0.000,2,0.024,76.809,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS089_2-D2,1.000,39.987,0,0.000,1,0.012,62.482,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS288_4-D2,1.000,37.878,0,0.000,1,0.012,72.568,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS257_2-D2,1.000,40.985,0,0.000,3,0.036,78.581,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS112_4-D2,1.000,34.151,0,0.000,1,0.012,78.596,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS041_4-D2,1.000,49.039,0,0.000,5,0.060,71.624,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS257_1-D2,1.000,44.149,0,0.000,2,0.024,62.112,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS432_1-D2,1.000,37.090,0,0.000,1,0.012,66.168,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS071_2-D2,1.000,40.202,0,0.000,2,0.024,67.425,1hvq,0.440,37.669,0,0.000,0,0.000,106.802
T0960TS043_5-D2,1.000,32.193,0,0.000,1,0.012,53.705,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS402_5-D2,1.000,44.427,0,0.000,1,0.012,57.169,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS492_5-D2,1.000,34.755,0,0.000,1,0.012,62.381,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS224_3-D2,1.000,47.758,12,0.143,2,0.024,76.458,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS309_1-D2,1.000,36.660,0,0.000,1,0.012,64.995,2bt9,0.821,41.935,0,0.000,2,0.022,109.852
T0960TS348_1-D2,1.000,118.689,2,0.024,82,0.976,72.900,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS214_2-D2,1.000,36.343,0,0.000,1,0.012,71.252,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS244_1-D2,1.000,114.434,0,0.000,82,0.976,61.365,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS378_4-D2,1.000,36.846,0,0.000,1,0.012,70.825,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS246_3-D2,1.000,43.977,0,0.000,1,0.012,75.493,2bwr,0.881,45.101,0,0.000,2,0.017,92.829
T0960TS071_4-D2,1.000,37.048,0,0.000,2,0.024,65.872,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS196_3-D2,1.000,32.196,0,0.000,2,0.024,63.811,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS288_3-D2,1.000,36.707,0,0.000,1,0.012,73.668,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS288_1-D2,1.000,36.707,0,0.000,1,0.012,73.668,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS407_5-D2,1.000,39.484,0,0.000,3,0.036,80.832,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS432_4-D2,1.000,41.717,0,0.000,1,0.012,73.158,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS266_4-D2,1.000,40.154,0,0.000,1,0.012,74.292,4mtm,0.500,32.470,0,0.000,0,0.000,95.740
T0960TS344_2-D2,1.000,36.669,1,0.012,1,0.012,70.379,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS145_1-D2,1.000,44.176,11,0.131,2,0.024,67.085,5hqg,0.512,33.920,0,0.000,1,0.015,108.044
T0960TS077_1-D2,1.000,35.943,0,0.000,2,0.024,65.177,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
