Model Name,Model Coverage,Model Average Backbone Error,Model Twisted Peptide Count,Frac,Model cis/trans Flips,Frac,Model Average Sidechain Error,Template Name,Template Coverage,Template Average Backbone Error,Template Twisted Peptide Count,Frac,Template cis/trans Flips,Frac,Template Average Sidechain Error
T0963TS488_1-D1,1.000,44.579,2,0.065,1,0.032,55.334,2j8k,0.516,27.018,0,0.000,0,0.000,77.972
T0963TS460_5-D1,1.000,38.265,0,0.000,0,0.000,74.305,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS337_5-D1,1.000,53.857,0,0.000,0,0.000,83.926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS208_4-D1,1.000,36.368,0,0.000,0,0.000,57.318,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS044_3-D1,1.000,30.759,0,0.000,0,0.000,50.354,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS365_1-D1,1.000,52.654,0,0.000,0,0.000,67.041,4mtm,1.000,32.726,0,0.000,0,0.000,118.821
T0963TS071_5-D1,1.000,50.138,0,0.000,0,0.000,74.782,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS335_2-D1,1.000,30.654,0,0.000,0,0.000,61.756,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS498_5-D1,1.000,28.935,0,0.000,0,0.000,66.487,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS358_3-D1,1.000,55.199,5,0.161,0,0.000,57.480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS058_3-D1,1.000,38.286,0,0.000,0,0.000,69.183,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS470_5-D1,1.000,47.242,0,0.000,0,0.000,58.321,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS071_1-D1,1.000,39.756,0,0.000,0,0.000,48.964,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS322_3-D1,1.000,44.552,3,0.097,0,0.000,79.019,4unm,0.871,43.882,0,0.000,1,0.014,79.179
T0963TS117_1-D1,1.000,32.738,0,0.000,0,0.000,74.382,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS145_1-D1,1.000,44.617,4,0.129,0,0.000,53.295,4unm,0.871,43.882,0,0.000,1,0.014,79.179
T0963TS222_1-D1,1.000,35.939,0,0.000,0,0.000,55.196,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS152_4-D1,1.000,36.104,0,0.000,1,0.032,72.783,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS077_1-D1,1.000,32.167,0,0.000,0,0.000,50.978,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS348_3-D1,1.000,62.303,2,0.065,7,0.226,79.621,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS472_3-D1,1.000,48.831,0,0.000,0,0.000,52.711,4mtm,1.000,32.726,0,0.000,0,0.000,118.821
T0963TS407_3-D1,1.000,35.631,0,0.000,0,0.000,54.330,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS282_4-D1,1.000,50.138,0,0.000,0,0.000,74.782,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS047_4-D1,1.000,49.748,0,0.000,0,0.000,68.903,1ofl,0.903,26.359,0,0.000,0,0.000,77.744
T0963TS337_2-D1,1.000,40.989,0,0.000,0,0.000,65.158,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS208_1-D1,1.000,33.130,0,0.000,0,0.000,54.159,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS390_5-D1,1.000,45.462,0,0.000,0,0.000,47.788,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS261_4-D1,1.000,53.754,3,0.097,0,0.000,70.118,4unm,0.871,43.882,0,0.000,1,0.014,79.179
T0963TS192_1-D1,1.000,51.549,0,0.000,0,0.000,78.581,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS470_2-D1,1.000,46.567,0,0.000,0,0.000,58.559,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS152_2-D1,1.000,41.147,0,0.000,1,0.032,77.827,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS058_2-D1,1.000,42.375,0,0.000,0,0.000,53.318,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS149_4-D1,1.000,50.025,0,0.000,0,0.000,74.503,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS117_2-D1,1.000,39.131,0,0.000,2,0.065,79.109,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS244_5-D1,1.000,30.654,0,0.000,0,0.000,61.756,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS058_1-D1,1.000,36.886,0,0.000,0,0.000,62.792,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS124_5-D1,1.000,44.655,0,0.000,0,0.000,77.060,4mtm,1.000,32.726,0,0.000,0,0.000,118.821
T0963TS089_1-D1,1.000,44.224,1,0.032,0,0.000,60.715,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS163_4-D1,1.000,54.713,10,0.323,0,0.000,55.111,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS243_1-D1,1.000,36.886,0,0.000,0,0.000,62.792,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS460_3-D1,1.000,38.149,0,0.000,0,0.000,73.560,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS402_3-D1,1.000,30.759,0,0.000,0,0.000,50.354,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS085_2-D1,1.000,42.172,4,0.129,0,0.000,59.030,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS460_4-D1,1.000,38.291,0,0.000,0,0.000,74.329,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS470_1-D1,1.000,41.787,0,0.000,0,0.000,66.989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS366_3-D1,1.000,46.428,0,0.000,0,0.000,76.850,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS365_5-D1,1.000,54.282,1,0.032,0,0.000,63.759,4mtm,1.000,32.726,0,0.000,0,0.000,118.821
T0963TS243_2-D1,1.000,44.392,0,0.000,0,0.000,46.759,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS197_4-D1,1.000,28.492,0,0.000,0,0.000,50.076,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS055_2-D1,1.000,35.860,0,0.000,0,0.000,79.166,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS135_1-D1,1.000,36.823,0,0.000,0,0.000,68.940,4mtm,1.000,32.726,0,0.000,0,0.000,118.821
T0963TS492_1-D1,1.000,38.103,0,0.000,0,0.000,47.554,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS488_3-D1,1.000,37.703,0,0.000,0,0.000,55.731,5he3,0.839,36.438,0,0.000,0,0.000,77.017
T0963TS381_1-D1,1.000,55.249,0,0.000,2,0.065,61.372,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS497_3-D1,1.000,38.932,0,0.000,1,0.032,57.930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS282_3-D1,1.000,61.935,0,0.000,1,0.032,52.421,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS196_4-D1,1.000,47.168,4,0.129,0,0.000,55.550,4unm,0.871,43.882,0,0.000,1,0.014,79.179
T0963TS446_5-D1,1.000,42.725,0,0.000,0,0.000,70.764,4mtm,1.000,32.726,0,0.000,0,0.000,118.821
T0963TS348_1-D1,1.000,64.526,4,0.129,9,0.290,69.121,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS344_2-D1,1.000,35.166,0,0.000,0,0.000,56.895,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS222_3-D1,1.000,35.130,0,0.000,0,0.000,54.781,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS208_5-D1,1.000,33.839,0,0.000,0,0.000,52.938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS192_3-D1,1.000,42.871,0,0.000,0,0.000,44.771,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS337_3-D1,1.000,49.188,0,0.000,0,0.000,72.662,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS224_1-D1,1.000,56.631,9,0.290,0,0.000,63.861,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS279_3-D1,1.000,35.553,0,0.000,0,0.000,71.753,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS378_4-D1,1.000,31.444,0,0.000,0,0.000,67.250,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS041_3-D1,1.000,47.191,0,0.000,0,0.000,65.905,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS196_3-D1,1.000,33.015,0,0.000,0,0.000,35.878,5d28,0.935,37.237,0,0.000,0,0.000,75.988
T0963TS458_4-D1,1.000,55.876,0,0.000,1,0.032,60.684,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS358_5-D1,1.000,56.088,5,0.161,0,0.000,67.862,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS156_1-D1,1.000,35.548,0,0.000,0,0.000,49.604,5efv,0.806,28.580,0,0.000,0,0.000,71.691
T0963TS257_4-D1,1.000,46.160,0,0.000,1,0.032,60.807,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS086_3-D1,1.000,33.325,0,0.000,0,0.000,53.643,4d52,0.419,31.603,0,0.000,0,0.000,109.659
T0963TS390_3-D1,1.000,33.255,0,0.000,0,0.000,58.034,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS446_4-D1,1.000,43.268,0,0.000,0,0.000,71.207,4mtm,1.000,32.726,0,0.000,0,0.000,118.821
T0963TS312_1-D1,1.000,63.160,1,0.032,1,0.032,59.434,3h09,0.581,32.997,0,0.000,0,0.000,74.982
T0963TS244_3-D1,1.000,40.813,0,0.000,0,0.000,71.648,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS402_5-D1,1.000,30.759,0,0.000,0,0.000,50.354,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS241_5-D1,1.000,37.703,0,0.000,0,0.000,55.731,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS497_5-D1,1.000,40.813,0,0.000,0,0.000,71.648,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS145_4-D1,1.000,36.936,2,0.065,0,0.000,54.337,4unm,0.871,43.882,0,0.000,1,0.014,79.179
T0963TS192_5-D1,1.000,47.168,4,0.129,0,0.000,55.550,4unm,0.871,43.882,0,0.000,1,0.014,79.179
T0963TS244_1-D1,1.000,28.357,0,0.000,0,0.000,56.961,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS122_1-D1,1.000,74.124,19,0.613,6,0.194,97.094,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS322_2-D1,1.000,48.501,5,0.161,0,0.000,64.554,4unm,0.871,43.882,0,0.000,1,0.014,79.179
T0963TS426_3-D1,1.000,40.692,0,0.000,0,0.000,38.454,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS071_3-D1,1.000,46.317,0,0.000,0,0.000,58.476,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS246_4-D1,1.000,45.786,0,0.000,0,0.000,60.486,4uxe,0.903,36.036,0,0.000,0,0.000,93.617
T0963TS492_2-D1,1.000,45.068,0,0.000,0,0.000,66.011,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS163_3-D1,1.000,29.471,1,0.032,0,0.000,53.420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS288_2-D1,1.000,43.417,0,0.000,0,0.000,75.459,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS110_1-D1,1.000,41.046,0,0.000,0,0.000,58.534,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS116_3-D1,1.000,37.742,0,0.000,0,0.000,61.837,4mtm,1.000,32.726,0,0.000,0,0.000,118.821
T0963TS058_4-D1,1.000,43.031,0,0.000,0,0.000,63.774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS309_3-D1,1.000,35.860,0,0.000,0,0.000,79.166,4mtm,1.000,32.726,0,0.000,0,0.000,118.821
T0963TS492_5-D1,1.000,35.324,0,0.000,0,0.000,65.149,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS457_3-D1,1.000,24.150,0,0.000,0,0.000,47.918,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS498_2-D1,1.000,25.714,0,0.000,0,0.000,73.461,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS446_2-D1,1.000,38.678,0,0.000,0,0.000,70.130,4mtm,1.000,32.726,0,0.000,0,0.000,118.821
T0963TS329_1-D1,1.000,43.424,0,0.000,0,0.000,74.405,5efv,0.806,28.580,0,0.000,0,0.000,71.691
T0963TS068_5-D1,1.000,61.574,0,0.000,0,0.000,74.266,5nxf,0.839,43.573,0,0.000,0,0.000,81.862
T0963TS274_2-D1,1.000,41.053,0,0.000,0,0.000,62.621,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS041_4-D1,1.000,45.153,0,0.000,0,0.000,56.570,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS086_1-D1,1.000,24.150,0,0.000,0,0.000,47.918,4d52,0.419,31.603,0,0.000,0,0.000,109.659
T0963TS044_1-D1,1.000,47.168,4,0.129,0,0.000,55.550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS309_1-D1,1.000,33.585,0,0.000,0,0.000,59.202,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS041_1-D1,1.000,52.139,0,0.000,1,0.032,59.327,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS407_1-D1,1.000,36.412,0,0.000,1,0.032,59.894,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS288_5-D1,1.000,44.635,0,0.000,0,0.000,65.803,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS149_3-D1,1.000,25.402,0,0.000,0,0.000,76.181,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS044_4-D1,1.000,51.655,8,0.258,0,0.000,55.300,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS145_5-D1,1.000,52.609,5,0.161,0,0.000,72.409,4unm,0.871,43.882,0,0.000,1,0.014,79.179
T0963TS432_2-D1,1.000,41.037,0,0.000,0,0.000,67.694,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS335_3-D1,1.000,30.654,0,0.000,0,0.000,61.756,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS441_5-D1,1.000,42.747,0,0.000,0,0.000,70.721,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS279_5-D1,1.000,27.726,0,0.000,0,0.000,80.770,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS344_1-D1,1.000,28.831,0,0.000,0,0.000,44.038,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS322_5-D1,1.000,48.918,5,0.161,0,0.000,74.541,4unm,0.871,43.882,0,0.000,1,0.014,79.179
T0963TS288_3-D1,1.000,52.560,0,0.000,0,0.000,78.905,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS274_3-D1,1.000,43.596,0,0.000,1,0.032,59.692,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS244_2-D1,1.000,54.137,0,0.000,1,0.032,61.494,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS135_2-D1,1.000,36.209,0,0.000,0,0.000,87.322,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS288_4-D1,1.000,38.706,0,0.000,0,0.000,60.915,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS160_3-D1,1.000,43.845,0,0.000,0,0.000,71.388,4mtm,1.000,32.726,0,0.000,0,0.000,118.821
T0963TS426_4-D1,1.000,41.166,0,0.000,0,0.000,62.854,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS426_1-D1,1.000,39.913,3,0.097,0,0.000,54.644,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS023_5-D1,1.000,33.567,0,0.000,0,0.000,57.607,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS458_3-D1,1.000,50.774,0,0.000,1,0.032,56.132,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS163_1-D1,1.000,52.399,7,0.226,0,0.000,62.607,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS086_4-D1,1.000,32.155,0,0.000,0,0.000,52.266,5d28,0.935,37.237,0,0.000,0,0.000,75.988
T0963TS068_1-D1,1.000,60.260,0,0.000,0,0.000,75.174,5nxf,0.839,43.573,0,0.000,0,0.000,81.862
T0963TS274_1-D1,1.000,41.438,0,0.000,1,0.032,62.999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS007_4-D1,1.000,38.580,0,0.000,0,0.000,73.050,2v4v,0.419,30.150,0,0.000,0,0.000,96.449
