Model Name,Model Coverage,Model Average Backbone Error,Model Twisted Peptide Count,Frac,Model cis/trans Flips,Frac,Model Average Sidechain Error,Template Name,Template Coverage,Template Average Backbone Error,Template Twisted Peptide Count,Frac,Template cis/trans Flips,Frac,Template Average Sidechain Error
T0963TS055_2-D2,1.000,35.449,0,0.000,1,0.012,67.722,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS058_5-D2,1.000,33.024,0,0.000,1,0.012,53.744,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS222_2-D2,1.000,34.980,0,0.000,1,0.012,67.107,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS124_2-D2,1.000,33.098,0,0.000,1,0.012,72.666,4mtm,0.524,32.607,0,0.000,0,0.000,96.404
T0963TS492_5-D2,1.000,37.614,0,0.000,1,0.012,64.979,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS288_1-D2,1.000,36.048,0,0.000,1,0.012,70.253,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS472_4-D2,1.000,55.745,0,0.000,1,0.012,67.042,3qq4,0.659,38.925,3,0.040,3,0.040,69.494
T0963TS086_5-D2,1.000,37.623,0,0.000,1,0.012,62.262,4d52,0.902,35.706,0,0.000,1,0.008,95.173
T0963TS007_5-D2,1.000,41.838,0,0.000,1,0.012,66.326,1heh,0.817,38.958,0,0.000,0,0.000,116.566
T0963TS497_2-D2,1.000,50.051,0,0.000,0,0.000,74.770,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS329_2-D2,1.000,32.711,0,0.000,1,0.012,69.880,5efv,0.951,27.646,0,0.000,1,0.007,86.098
T0963TS135_3-D2,1.000,31.934,0,0.000,1,0.012,73.284,4mtm,0.524,32.607,0,0.000,0,0.000,96.404
T0963TS085_2-D2,1.000,47.929,5,0.061,1,0.012,66.838,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS344_4-D2,1.000,35.365,4,0.049,1,0.012,61.902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS337_1-D2,1.000,40.009,0,0.000,2,0.024,63.692,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS324_1-D2,1.000,31.712,0,0.000,2,0.024,70.960,5t3a,0.427,30.836,0,0.000,1,0.018,96.731
T0963TS156_1-D2,1.000,34.996,0,0.000,1,0.012,58.195,5efv,0.951,27.646,0,0.000,1,0.007,86.098
T0963TS472_1-D2,1.000,55.449,0,0.000,1,0.012,71.023,3qq4,0.659,38.925,3,0.040,3,0.040,69.494
T0963TS378_1-D2,1.000,36.010,0,0.000,1,0.012,67.884,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS458_3-D2,1.000,41.535,0,0.000,2,0.024,64.487,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS390_4-D2,1.000,42.189,0,0.000,2,0.024,58.503,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS086_1-D2,1.000,32.712,0,0.000,2,0.024,60.373,4d52,0.902,35.706,0,0.000,1,0.008,95.173
T0963TS156_2-D2,1.000,37.993,0,0.000,1,0.012,58.221,5efv,0.951,27.646,0,0.000,1,0.007,86.098
T0963TS390_3-D2,1.000,38.548,0,0.000,1,0.012,63.575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS418_2-D2,1.000,29.239,0,0.000,1,0.012,66.556,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS358_4-D2,1.000,47.489,8,0.098,1,0.012,68.895,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS309_3-D2,1.000,35.449,0,0.000,1,0.012,68.018,4mtm,0.524,32.607,0,0.000,0,0.000,96.404
T0963TS309_2-D2,1.000,37.149,7,0.085,1,0.012,69.429,4unm,0.854,43.698,0,0.000,1,0.008,96.973
T0963TS366_4-D2,1.000,39.940,0,0.000,2,0.024,75.331,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS351_1-D2,1.000,42.618,0,0.000,3,0.037,56.465,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS058_1-D2,1.000,39.248,0,0.000,2,0.024,69.394,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS110_5-D2,1.000,42.625,2,0.024,1,0.012,66.286,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS152_2-D2,1.000,51.604,0,0.000,4,0.049,72.377,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS358_5-D2,1.000,46.558,8,0.098,1,0.012,73.128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS335_2-D2,1.000,36.010,0,0.000,1,0.012,67.884,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS089_3-D2,1.000,50.770,12,0.146,1,0.012,67.336,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS047_3-D2,1.000,44.040,0,0.000,1,0.012,67.164,3h09,0.805,37.270,0,0.000,1,0.009,89.058
T0963TS441_1-D2,1.000,32.955,0,0.000,1,0.012,71.914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS377_4-D2,1.000,36.010,0,0.000,1,0.012,67.884,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS043_2-D2,1.000,43.691,0,0.000,1,0.012,63.132,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS492_4-D2,1.000,35.464,0,0.000,1,0.012,67.977,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS426_3-D2,1.000,33.840,2,0.024,1,0.012,68.341,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS160_5-D2,1.000,33.489,0,0.000,1,0.012,68.198,2nbi,0.720,49.590,0,0.000,1,0.010,104.862
T0963TS458_2-D2,1.000,44.834,0,0.000,4,0.049,72.391,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS337_3-D2,1.000,45.838,0,0.000,1,0.012,67.887,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS261_2-D2,1.000,47.574,11,0.134,2,0.024,68.320,4unm,0.854,43.698,0,0.000,1,0.008,96.973
T0963TS309_5-D2,1.000,42.186,0,0.000,2,0.024,59.159,5d28,0.854,37.341,0,0.000,1,0.009,94.424
T0963TS432_3-D2,1.000,39.175,0,0.000,1,0.012,71.307,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS274_5-D2,1.000,43.981,1,0.012,1,0.012,68.663,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS149_3-D2,1.000,35.343,0,0.000,1,0.012,73.606,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS055_4-D2,1.000,37.149,7,0.085,1,0.012,69.289,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS117_5-D2,1.000,38.691,0,0.000,1,0.012,69.147,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS117_4-D2,1.000,36.722,0,0.000,3,0.037,65.947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS156_3-D2,1.000,35.412,0,0.000,1,0.012,58.697,5efv,0.951,27.646,0,0.000,1,0.007,86.098
T0963TS406_2-D2,1.000,42.186,0,0.000,2,0.024,59.159,5d28,0.854,37.341,0,0.000,1,0.009,94.424
T0963TS163_3-D2,1.000,38.306,6,0.073,2,0.024,63.156,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS244_1-D2,1.000,35.109,0,0.000,1,0.012,68.710,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS149_2-D2,1.000,46.532,0,0.000,1,0.012,72.182,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS110_2-D2,1.000,42.438,2,0.024,1,0.012,69.809,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS116_3-D2,1.000,40.959,0,0.000,1,0.012,74.979,4mtm,0.524,32.607,0,0.000,0,0.000,96.404
T0963TS089_5-D2,1.000,38.244,0,0.000,1,0.012,63.420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS192_4-D2,1.000,30.659,0,0.000,1,0.012,53.300,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS337_4-D2,1.000,37.773,0,0.000,1,0.012,66.672,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS354_1-D2,1.000,37.149,7,0.085,1,0.012,69.429,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS261_1-D2,1.000,37.149,7,0.085,1,0.012,69.429,4unm,0.854,43.698,0,0.000,1,0.008,96.973
T0963TS224_5-D2,1.000,35.579,0,0.000,1,0.012,63.125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS324_4-D2,1.000,32.891,0,0.000,2,0.024,73.489,2d0o,0.524,30.522,0,0.000,0,0.000,109.729
T0963TS156_5-D2,1.000,36.420,0,0.000,1,0.012,58.496,5efv,0.951,27.646,0,0.000,1,0.007,86.098
T0963TS322_2-D2,1.000,37.680,5,0.061,1,0.012,72.097,4unm,0.854,43.698,0,0.000,1,0.008,96.973
T0963TS457_5-D2,1.000,37.234,0,0.000,1,0.012,76.475,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS257_1-D2,1.000,50.343,0,0.000,2,0.024,63.724,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS071_1-D2,1.000,31.501,1,0.012,2,0.024,62.333,4gc1,0.768,41.851,0,0.000,0,0.000,107.328
T0963TS279_5-D2,1.000,40.607,0,0.000,2,0.024,74.923,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS152_4-D2,1.000,50.664,0,0.000,1,0.012,71.402,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS243_5-D2,1.000,32.801,0,0.000,2,0.024,52.077,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS160_2-D2,1.000,51.007,0,0.000,1,0.012,72.388,2bwr,0.866,42.616,0,0.000,2,0.016,83.519
T0963TS282_2-D2,1.000,47.756,0,0.000,1,0.012,66.042,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS222_4-D2,1.000,34.631,0,0.000,1,0.012,66.537,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS312_1-D2,1.000,51.127,10,0.122,6,0.073,71.194,3h09,0.805,37.270,0,0.000,1,0.009,89.058
T0963TS337_5-D2,1.000,45.477,0,0.000,1,0.012,73.081,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS351_4-D2,1.000,42.618,0,0.000,3,0.037,56.465,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS460_4-D2,1.000,35.569,0,0.000,1,0.012,70.005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS145_2-D2,1.000,50.063,17,0.207,3,0.037,71.169,4unm,0.854,43.698,0,0.000,1,0.008,96.973
T0963TS068_1-D2,1.000,78.674,1,0.012,1,0.012,61.490,5nxf,0.976,37.928,0,0.000,1,0.007,99.120
T0963TS261_4-D2,1.000,44.974,12,0.146,1,0.012,70.259,4unm,0.854,43.698,0,0.000,1,0.008,96.973
T0963TS122_1-D2,1.000,82.818,66,0.805,34,0.415,87.321,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS110_1-D2,1.000,42.315,5,0.061,2,0.024,64.793,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS322_1-D2,1.000,39.805,13,0.159,1,0.012,63.100,4unm,0.854,43.698,0,0.000,1,0.008,96.973
T0963TS348_4-D2,1.000,71.355,9,0.110,24,0.293,76.072,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS377_3-D2,1.000,36.010,0,0.000,1,0.012,67.884,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS071_5-D2,1.000,50.723,0,0.000,4,0.049,69.879,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS112_2-D2,1.000,33.253,0,0.000,1,0.012,77.875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS288_4-D2,1.000,36.236,0,0.000,1,0.012,68.166,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS257_3-D2,1.000,47.782,0,0.000,2,0.024,80.472,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS224_2-D2,1.000,47.137,13,0.159,2,0.024,74.045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS446_4-D2,1.000,35.072,0,0.000,1,0.012,62.355,4mtm,0.524,32.607,0,0.000,0,0.000,96.404
T0963TS023_4-D2,1.000,31.463,0,0.000,1,0.012,71.940,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS492_3-D2,1.000,35.435,0,0.000,1,0.012,73.287,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS390_2-D2,1.000,38.532,0,0.000,1,0.012,63.641,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS163_5-D2,1.000,44.845,5,0.061,2,0.024,64.537,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS418_1-D2,1.000,31.501,1,0.012,2,0.024,62.333,4gc1,0.768,41.851,0,0.000,0,0.000,107.328
T0963TS344_5-D2,1.000,36.988,0,0.000,1,0.012,64.516,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS221_1-D2,1.000,40.031,0,0.000,3,0.037,71.636,4mtm,0.524,32.607,0,0.000,0,0.000,96.404
T0963TS470_3-D2,1.000,28.321,1,0.012,1,0.012,67.667,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS071_3-D2,1.000,29.239,0,0.000,1,0.012,66.556,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS407_5-D2,1.000,45.407,0,0.000,4,0.049,62.533,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS047_1-D2,1.000,40.090,0,0.000,1,0.012,69.808,5x7o,1.000,45.565,0,0.000,1,0.007,89.192
T0963TS023_2-D2,1.000,30.099,0,0.000,1,0.012,60.422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS152_3-D2,1.000,49.438,0,0.000,2,0.024,64.151,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0963TS055_5-D2,1.000,35.579,0,0.000,1,0.012,63.125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
